0,0.2,0,0,0,0,0,0,0,0,0
1,0.189037,0.000637198,0.001226,-0.000632372,0.00122741,0.00458935,-0.000455621,-0.000306688,0.00155297,1.50365e-05
2,0.177511,-0.00152111,-0.00129382,0.00318041,0.00605676,0.0127928,0.000345871,-0.00296076,0.00855863,8.88849e-05
3,0.180036,0.00352569,-0.00147279,0.0142142,0.0183286,0.0290614,0.00614121,0.000282218,0.013696,0.000259723
4,0.174929,-0.00114596,-0.00630917,0.0198533,0.0253068,0.0421233,0.00629387,-0.00291997,0.0177237,0.000319558
5,0.172942,0.000508494,-0.00374578,0.0335578,0.0406536,0.0657186,0.0116283,-0.000234982,0.0234765,0.000515274
6,0.16514,-0.0103836,-0.00988835,0.0347381,0.0412598,0.0719765,0.00183958,-0.0101529,0.0243196,0.000433066
7,0.162848,-0.00266293,-0.0114865,0.0452767,0.0528167,0.0942066,-0.00471056,-0.00166209,0.0354405,0.000658217
8,0.171563,-0.0106025,-0.0118187,0.0597524,0.0689808,0.119576,-0.00054644,-0.00079806,0.0431986,0.000864803
9,0.166422,-0.0104609,-0.0168796,0.0653274,0.0742467,0.135848,-0.00844518,-0.00773697,0.0424882,0.000844457
10,0.164391,-0.00745902,-0.0229569,0.0746459,0.0822645,0.153998,-0.00903851,-0.022242,0.0416601,0.000830564
11,0.176152,-0.0324595,-0.0320081,0.0828228,0.0905417,0.169995,-0.0231789,-0.0377704,0.0415655,0.00074665
12,0.171256,-0.0169038,-0.0366468,0.0964729,0.10485,0.197335,-0.0225577,-0.0410864,0.0514876,0.000951159
13,0.165708,-0.00123651,-0.0375785,0.107162,0.12244,0.233288,-0.0191493,-0.0422495,0.0532639,0.00112113
14,0.160775,-0.0136217,-0.0466585,0.112669,0.150038,0.258496,0.011046,-0.0265728,0.0526453,0.00137611
15,0.172523,-0.0295528,-0.0500525,0.132384,0.171459,0.303658,0.0410291,-0.0177403,0.0505841,0.00166241
16,0.170308,-0.040104,-0.0616437,0.137179,0.178655,0.33498,0.0631534,-0.00481156,0.060737,0.00196129
17,0.178611,-0.046993,-0.0659069,0.145521,0.193671,0.373386,0.0863957,0.00580734,0.056196,0.00217008
18,0.178425,-0.0582247,-0.0794138,0.147524,0.196867,0.400602,0.105695,0.0176104,0.0621285,0.0023899
19,0.18237,-0.0625928,-0.0941156,0.14798,0.196507,0.425572,0.123642,0.0288602,0.0676393,0.00259494
20,0.184012,-0.063868,-0.117053,0.15263,0.195332,0.448939,0.140524,0.0395465,0.0727946,0.00278173
21,0.187578,-0.0515668,-0.126529,0.154578,0.200179,0.475061,0.120537,0.0262549,0.0664207,0.00267052
22,0.183005,-0.0492301,-0.140208,0.156732,0.204,0.508893,0.143326,0.0270525,0.0584985,0.00273971
23,0.185585,-0.0715429,-0.168511,0.149666,0.188699,0.51926,0.151558,0.0258424,0.0598834,0.00269655
24,0.174968,-0.0433778,-0.172534,0.17605,0.193901,0.545733,0.117901,0.000360681,0.0459409,0.0024588
25,0.181042,-0.0388815,-0.184714,0.177939,0.198077,0.576738,0.103453,-0.0139136,0.0299416,0.0022653
26,0.183852,-0.064014,-0.214499,0.16836,0.18081,0.590079,0.113257,-0.017948,0.0359253,0.0022533
27,0.171921,-0.0581016,-0.222037,0.181588,0.178956,0.605842,0.124804,-0.0113384,0.0514519,0.00251504
28,0.167811,-0.0514976,-0.254254,0.175486,0.163256,0.612908,0.129618,-0.00824413,0.0527082,0.00249528
29,0.162716,-0.0313038,-0.28213,0.177185,0.157655,0.631585,0.150882,-0.0195364,0.0449155,0.00244894
30,0.161321,-0.028175,-0.319085,0.168726,0.140452,0.636538,0.166162,-0.0411885,0.0349467,0.00221237
31,0.160557,-0.0224403,-0.356706,0.162236,0.124017,0.64556,0.172663,-0.0378633,0.0364238,0.00219918
32,0.168595,-0.0184466,-0.383163,0.178489,0.129513,0.676668,0.189562,-0.0329476,0.0275498,0.00227706
33,0.156774,0.0201018,-0.41208,0.191474,0.121315,0.716534,0.158134,-0.0465857,0.025474,0.0021839
34,0.18597,-0.0275961,-0.448733,0.187127,0.114638,0.735671,0.182754,-0.0855013,0.0272551,0.00204278
35,0.185709,0.0049934,-0.497085,0.190391,0.0946602,0.75,0.143476,-0.108952,0.0164618,0.00171458
36,0.185203,0.0149303,-0.541288,0.196531,0.0781682,0.75,0.117719,-0.122154,0.0108889,0.00151821
37,0.183414,0.0257605,-0.586163,0.203274,0.0624372,0.75,0.0940421,-0.134355,0.0055002,0.00134072
38,0.179832,0.0259525,-0.634906,0.205295,0.0480351,0.75,0.115725,-0.131456,0.00600146,0.00140759
39,0.181025,0.0291511,-0.673755,0.203538,0.0386159,0.75,0.139899,-0.130203,0.00775662,0.00151498
40,0.180974,0.045887,-0.704785,0.199147,0.0415224,0.75,0.107529,-0.148062,-0.00214525,0.00132432
41,0.175931,0.0599824,-0.75,0.198296,0.0403721,0.75,0.0864848,-0.160783,-0.00851121,0.00117921
42,0.17317,0.074769,-0.75,0.210652,0.0284737,0.75,0.066561,-0.175016,-0.015378,0.00101436
43,0.185345,0.0770801,-0.75,0.158424,-0.0102263,0.736833,0.10246,-0.152512,-0.00509723,0.00110241
44,0.190794,0.0897784,-0.75,0.136447,-0.0768435,0.707396,0.132976,-0.131445,-0.00162637,0.00102476
45,0.188223,0.0585302,-0.686848,0.0673443,-0.0746467,0.712765,0.174799,-0.126166,0.00408454,0.00119432
46,0.201037,0.0419277,-0.643716,-0.012664,-0.111769,0.741433,0.201532,-0.155204,0.0513695,0.00153119
47,0.18436,0.0785836,-0.666049,-0.00981541,-0.0962615,0.75,0.175937,-0.17818,0.047569,0.00148121
48,0.18985,0.0801459,-0.632451,-0.072201,-0.121115,0.75,0.197225,-0.167567,0.0277808,0.00143294
49,0.183928,0.105056,-0.66712,-0.10374,-0.172873,0.75,0.21327,-0.160119,0.0140029,0.00130029
50,0.185545,0.0958825,-0.607727,-0.17713,-0.185063,0.75,0.257886,-0.173813,0.00450726,0.00133581
51,0.183189,0.10153,-0.530872,-0.258294,-0.189356,0.75,0.22284,-0.193485,-0.00429092,0.00119618
52,0.1798,0.112862,-0.458703,-0.33995,-0.202704,0.75,0.2067,-0.201416,-0.0213667,0.00105592
53,0.180641,0.124239,-0.389255,-0.426839,-0.243403,0.75,0.187247,-0.215446,-0.038565,0.000806283
54,0.166693,0.148715,-0.349968,-0.49368,-0.301394,0.75,0.167201,-0.229697,-0.0525497,0.000518487
55,0.140015,0.168571,-0.346663,-0.527543,-0.33384,0.75,0.136804,-0.248628,-0.0570231,0.000309709
56,0.138155,0.169618,-0.35766,-0.539894,-0.314153,0.75,0.118007,-0.262016,-0.0797567,0.000183346
57,0.142759,0.150953,-0.375793,-0.55705,-0.300258,0.75,0.0931699,-0.321551,-0.0338887,0.000423091
58,0.176794,0.120876,-0.285652,-0.611922,-0.298464,0.75,0.0727394,-0.363945,-0.0123867,0.000586687
